UKPRN,PROVIDER_NAME,KISCOURSEID,KISMODE,COURSE_TITLE,DATASET_ITEM_AFFECTED,SBJ,WEBSITE_SECTION,DATE,NOTES
10006299,Staffordshire University,SSTK-11662,1,Aeronautical Engineering,ENTRY,CAH10-01-04,Entry information,25/09/2018,Removed
10006299,Staffordshire University,SSTK-11662,1,Aeronautical Engineering,JOBTYPE,,Employment & accreditation,25/09/2018,New
10006299,Staffordshire University,SSTK-11662,1,Aeronautical Engineering,JOBTYPE,CAH10-01-04,Employment & accreditation,25/09/2018,Removed
10006299,Staffordshire University,SSTK-11662,1,Aeronautical Engineering,NHSNSS,,Student satisfaction,25/09/2018,Updated
10006299,Staffordshire University,SSTK-11662,1,Aeronautical Engineering,NSS,,Student satisfaction,25/09/2018,New
10006299,Staffordshire University,SSTK-11662,1,Aeronautical Engineering,NSS,CAH10-01-04,Student satisfaction,25/09/2018,Removed
10006299,Staffordshire University,SSTK-11662,1,Aeronautical Engineering,SALARY,,Employment & accreditation,25/09/2018,New
10006299,Staffordshire University,SSTK-11662,1,Aeronautical Engineering,SALARY,CAH10-01-04,Employment & accreditation,25/09/2018,Removed
10006299,Staffordshire University,SSTK-11662,1,Aeronautical Engineering,TARIFF,,Entry information,25/09/2018,New
10006299,Staffordshire University,SSTK-11662,1,Aeronautical Engineering,TARIFF,CAH10-01-04,Entry information,25/09/2018,Removed
10006299,Staffordshire University,SSTK-11664,1,Motorsport Engineering,COMMON,CAH10-01-02,Employment & accreditation,25/09/2018,New
10006299,Staffordshire University,SSTK-11664,1,Motorsport Engineering,COMMON,CAH10-01,Employment & accreditation,25/09/2018,Removed
10006299,Staffordshire University,SSTK-11664,1,Motorsport Engineering,CONTINUATION,,Continuation & degree results,25/09/2018,New
10006299,Staffordshire University,SSTK-11664,1,Motorsport Engineering,CONTINUATION,CAH10-01-03,Continuation & degree results,25/09/2018,Removed
10006299,Staffordshire University,SSTK-11664,1,Motorsport Engineering,DEGREECLASS,,Continuation & degree results,25/09/2018,New
10006299,Staffordshire University,SSTK-11664,1,Motorsport Engineering,DEGREECLASS,CAH10-01,Continuation & degree results,25/09/2018,Removed
10006299,Staffordshire University,SSTK-11664,1,Motorsport Engineering,EMPLOYMENT,,Employment & accreditation,25/09/2018,New
10006299,Staffordshire University,SSTK-11664,1,Motorsport Engineering,EMPLOYMENT,CAH10-01,Employment & accreditation,25/09/2018,Removed
10006299,Staffordshire University,SSTK-11664,1,Motorsport Engineering,ENTRY,,Entry information,25/09/2018,New
10006299,Staffordshire University,SSTK-11664,1,Motorsport Engineering,ENTRY,CAH10-01,Entry information,25/09/2018,Removed
10006299,Staffordshire University,SSTK-11664,1,Motorsport Engineering,JOBTYPE,CAH10-01-02,Employment & accreditation,25/09/2018,New
10006299,Staffordshire University,SSTK-11664,1,Motorsport Engineering,JOBTYPE,CAH10-01,Employment & accreditation,25/09/2018,Removed
10006299,Staffordshire University,SSTK-11664,1,Motorsport Engineering,NHSNSS,,Student satisfaction,25/09/2018,Updated
10006299,Staffordshire University,SSTK-11664,1,Motorsport Engineering,NSS,,Student satisfaction,25/09/2018,New
10006299,Staffordshire University,SSTK-11664,1,Motorsport Engineering,NSS,CAH10-01,Student satisfaction,25/09/2018,Removed
10006299,Staffordshire University,SSTK-11664,1,Motorsport Engineering,SALARY,CAH10-01-02,Employment & accreditation,25/09/2018,New
10006299,Staffordshire University,SSTK-11664,1,Motorsport Engineering,SALARY,CAH10-01,Employment & accreditation,25/09/2018,Removed
10006299,Staffordshire University,SSTK-11664,1,Motorsport Engineering,LEO,CAH10-01-02,Employment & accreditation,25/09/2018,New
10006299,Staffordshire University,SSTK-11664,1,Motorsport Engineering,LEO,CAH10-01-03,Employment & accreditation,25/09/2018,Removed
10006299,Staffordshire University,SSTK-11664,1,Motorsport Engineering,TARIFF,,Entry information,25/09/2018,New
10006299,Staffordshire University,SSTK-11664,1,Motorsport Engineering,TARIFF,CAH10-01,Entry information,25/09/2018,Removed
10006299,Staffordshire University,SSTK-11665,1,Motorsport Engineering,COMMON,CAH10-01-02,Employment & accreditation,25/09/2018,New
10006299,Staffordshire University,SSTK-11665,1,Motorsport Engineering,COMMON,CAH10-01,Employment & accreditation,25/09/2018,Removed
10006299,Staffordshire University,SSTK-11665,1,Motorsport Engineering,CONTINUATION,CAH10-01-02,Continuation & degree results,25/09/2018,New
10006299,Staffordshire University,SSTK-11665,1,Motorsport Engineering,CONTINUATION,CAH10-01-03,Continuation & degree results,25/09/2018,Removed
10006299,Staffordshire University,SSTK-11665,1,Motorsport Engineering,DEGREECLASS,CAH10-01-02,Continuation & degree results,25/09/2018,New
10006299,Staffordshire University,SSTK-11665,1,Motorsport Engineering,DEGREECLASS,CAH10-01,Continuation & degree results,25/09/2018,Removed
10006299,Staffordshire University,SSTK-11665,1,Motorsport Engineering,EMPLOYMENT,CAH10-01-02,Employment & accreditation,25/09/2018,New
10006299,Staffordshire University,SSTK-11665,1,Motorsport Engineering,EMPLOYMENT,CAH10-01,Employment & accreditation,25/09/2018,Removed
10006299,Staffordshire University,SSTK-11665,1,Motorsport Engineering,ENTRY,CAH10-01-02,Entry information,25/09/2018,New
10006299,Staffordshire University,SSTK-11665,1,Motorsport Engineering,ENTRY,CAH10-01,Entry information,25/09/2018,Removed
10006299,Staffordshire University,SSTK-11665,1,Motorsport Engineering,JOBTYPE,CAH10-01-02,Employment & accreditation,25/09/2018,New
10006299,Staffordshire University,SSTK-11665,1,Motorsport Engineering,JOBTYPE,CAH10-01,Employment & accreditation,25/09/2018,Removed
10006299,Staffordshire University,SSTK-11665,1,Motorsport Engineering,NSS,CAH10-01-02,Student satisfaction,25/09/2018,New
10006299,Staffordshire University,SSTK-11665,1,Motorsport Engineering,NSS,CAH10-01,Student satisfaction,25/09/2018,Removed
10006299,Staffordshire University,SSTK-11665,1,Motorsport Engineering,SALARY,CAH10-01-02,Employment & accreditation,25/09/2018,New
10006299,Staffordshire University,SSTK-11665,1,Motorsport Engineering,SALARY,CAH10-01,Employment & accreditation,25/09/2018,Removed
10006299,Staffordshire University,SSTK-11665,1,Motorsport Engineering,LEO,CAH10-01-02,Employment & accreditation,25/09/2018,New
10006299,Staffordshire University,SSTK-11665,1,Motorsport Engineering,LEO,CAH10-01-03,Employment & accreditation,25/09/2018,Removed
10006299,Staffordshire University,SSTK-11665,1,Motorsport Engineering,TARIFF,CAH10-01-02,Entry information,25/09/2018,New
10006299,Staffordshire University,SSTK-11665,1,Motorsport Engineering,TARIFF,CAH10-01,Entry information,25/09/2018,Removed
10006299,Staffordshire University,SSTK-11666,1,Aeronautical Engineering (with a placement year),ENTRY,CAH10-01-04,Entry information,25/09/2018,Updated
10006299,Staffordshire University,SSTK-11666,1,Aeronautical Engineering (with a placement year),NHSNSS,,Student satisfaction,25/09/2018,Updated
10006299,Staffordshire University,SSTK-11666,1,Aeronautical Engineering (with a placement year),NSS,CAH10-01-04,Student satisfaction,25/09/2018,Updated
10006299,Staffordshire University,SSTK-11666,1,Aeronautical Engineering (with a placement year),TARIFF,CAH10-01-04,Entry information,25/09/2018,Updated
10006299,Staffordshire University,SSTK-11667,1,Motorsport Engineering (with a placement year),COMMON,CAH10-01-02,Employment & accreditation,25/09/2018,New
10006299,Staffordshire University,SSTK-11667,1,Motorsport Engineering (with a placement year),COMMON,CAH10-01,Employment & accreditation,25/09/2018,Removed
10006299,Staffordshire University,SSTK-11667,1,Motorsport Engineering (with a placement year),CONTINUATION,CAH10-01-02,Continuation & degree results,25/09/2018,New
10006299,Staffordshire University,SSTK-11667,1,Motorsport Engineering (with a placement year),CONTINUATION,CAH10-01-03,Continuation & degree results,25/09/2018,Removed
10006299,Staffordshire University,SSTK-11667,1,Motorsport Engineering (with a placement year),DEGREECLASS,CAH10-01-02,Continuation & degree results,25/09/2018,New
10006299,Staffordshire University,SSTK-11667,1,Motorsport Engineering (with a placement year),DEGREECLASS,CAH10-01,Continuation & degree results,25/09/2018,Removed
10006299,Staffordshire University,SSTK-11667,1,Motorsport Engineering (with a placement year),EMPLOYMENT,CAH10-01-02,Employment & accreditation,25/09/2018,New
10006299,Staffordshire University,SSTK-11667,1,Motorsport Engineering (with a placement year),EMPLOYMENT,CAH10-01,Employment & accreditation,25/09/2018,Removed
10006299,Staffordshire University,SSTK-11667,1,Motorsport Engineering (with a placement year),ENTRY,CAH10-01-02,Entry information,25/09/2018,New
10006299,Staffordshire University,SSTK-11667,1,Motorsport Engineering (with a placement year),ENTRY,CAH10-01,Entry information,25/09/2018,Removed
10006299,Staffordshire University,SSTK-11667,1,Motorsport Engineering (with a placement year),JOBTYPE,CAH10-01-02,Employment & accreditation,25/09/2018,New
10006299,Staffordshire University,SSTK-11667,1,Motorsport Engineering (with a placement year),JOBTYPE,CAH10-01,Employment & accreditation,25/09/2018,Removed
10006299,Staffordshire University,SSTK-11667,1,Motorsport Engineering (with a placement year),NHSNSS,,Student satisfaction,25/09/2018,Updated
10006299,Staffordshire University,SSTK-11667,1,Motorsport Engineering (with a placement year),NSS,CAH10-01-02,Student satisfaction,25/09/2018,New
10006299,Staffordshire University,SSTK-11667,1,Motorsport Engineering (with a placement year),NSS,CAH10-01,Student satisfaction,25/09/2018,Removed
10006299,Staffordshire University,SSTK-11667,1,Motorsport Engineering (with a placement year),SALARY,CAH10-01-02,Employment & accreditation,25/09/2018,New
10006299,Staffordshire University,SSTK-11667,1,Motorsport Engineering (with a placement year),SALARY,CAH10-01,Employment & accreditation,25/09/2018,Removed
10006299,Staffordshire University,SSTK-11667,1,Motorsport Engineering (with a placement year),LEO,CAH10-01-02,Employment & accreditation,25/09/2018,New
10006299,Staffordshire University,SSTK-11667,1,Motorsport Engineering (with a placement year),LEO,CAH10-01-03,Employment & accreditation,25/09/2018,Removed
10006299,Staffordshire University,SSTK-11667,1,Motorsport Engineering (with a placement year),TARIFF,CAH10-01-02,Entry information,25/09/2018,New
10006299,Staffordshire University,SSTK-11667,1,Motorsport Engineering (with a placement year),TARIFF,CAH10-01,Entry information,25/09/2018,Removed
10006299,Staffordshire University,SSTK-11677,1,Automotive Engineering,COMMON,CAH10-01-02,Employment & accreditation,25/09/2018,New
10006299,Staffordshire University,SSTK-11677,1,Automotive Engineering,COMMON,CAH10-01,Employment & accreditation,25/09/2018,Removed
10006299,Staffordshire University,SSTK-11677,1,Automotive Engineering,CONTINUATION,,Continuation & degree results,25/09/2018,New
10006299,Staffordshire University,SSTK-11677,1,Automotive Engineering,CONTINUATION,CAH10-01-03,Continuation & degree results,25/09/2018,Removed
10006299,Staffordshire University,SSTK-11677,1,Automotive Engineering,DEGREECLASS,CAH10-01-02,Continuation & degree results,25/09/2018,New
10006299,Staffordshire University,SSTK-11677,1,Automotive Engineering,DEGREECLASS,CAH10-01,Continuation & degree results,25/09/2018,Removed
10006299,Staffordshire University,SSTK-11677,1,Automotive Engineering,EMPLOYMENT,CAH10-01-02,Employment & accreditation,25/09/2018,New
10006299,Staffordshire University,SSTK-11677,1,Automotive Engineering,EMPLOYMENT,CAH10-01,Employment & accreditation,25/09/2018,Removed
10006299,Staffordshire University,SSTK-11677,1,Automotive Engineering,ENTRY,CAH10-01-02,Entry information,25/09/2018,New
10006299,Staffordshire University,SSTK-11677,1,Automotive Engineering,ENTRY,CAH10-01,Entry information,25/09/2018,Removed
10006299,Staffordshire University,SSTK-11677,1,Automotive Engineering,JOBTYPE,CAH10-01-02,Employment & accreditation,25/09/2018,New
10006299,Staffordshire University,SSTK-11677,1,Automotive Engineering,JOBTYPE,CAH10-01,Employment & accreditation,25/09/2018,Removed
10006299,Staffordshire University,SSTK-11677,1,Automotive Engineering,NHSNSS,,Student satisfaction,25/09/2018,Updated
10006299,Staffordshire University,SSTK-11677,1,Automotive Engineering,NSS,CAH10-01-02,Student satisfaction,25/09/2018,New
10006299,Staffordshire University,SSTK-11677,1,Automotive Engineering,NSS,CAH10-01,Student satisfaction,25/09/2018,Removed
10006299,Staffordshire University,SSTK-11677,1,Automotive Engineering,SALARY,CAH10-01-02,Employment & accreditation,25/09/2018,New
10006299,Staffordshire University,SSTK-11677,1,Automotive Engineering,SALARY,CAH10-01,Employment & accreditation,25/09/2018,Removed
10006299,Staffordshire University,SSTK-11677,1,Automotive Engineering,LEO,CAH10-01-02,Employment & accreditation,25/09/2018,New
10006299,Staffordshire University,SSTK-11677,1,Automotive Engineering,LEO,CAH10-01-03,Employment & accreditation,25/09/2018,Removed
10006299,Staffordshire University,SSTK-11677,1,Automotive Engineering,TARIFF,CAH10-01-02,Entry information,25/09/2018,New
10006299,Staffordshire University,SSTK-11677,1,Automotive Engineering,TARIFF,CAH10-01,Entry information,25/09/2018,Removed
10006299,Staffordshire University,SSTK-12079,2,Creative Music Technology,COMMON AND/OR JOBLIST,CAH10,Employment & accreditation,25/09/2018,Updated
10006299,Staffordshire University,SSTK-12079,2,Creative Music Technology,CONTINUATION,CAH10,Continuation & degree results,25/09/2018,Updated
10006299,Staffordshire University,SSTK-12079,2,Creative Music Technology,DEGREECLASS,CAH10,Continuation & degree results,25/09/2018,Updated
10006299,Staffordshire University,SSTK-12079,2,Creative Music Technology,EMPLOYMENT,CAH10,Employment & accreditation,25/09/2018,Updated
10006299,Staffordshire University,SSTK-12079,2,Creative Music Technology,ENTRY,CAH10,Entry information,25/09/2018,Updated
10006299,Staffordshire University,SSTK-12079,2,Creative Music Technology,JOBTYPE,CAH10,Employment & accreditation,25/09/2018,Updated
10006299,Staffordshire University,SSTK-12079,2,Creative Music Technology,NSS,CAH10,Student satisfaction,25/09/2018,Updated
10006299,Staffordshire University,SSTK-12079,2,Creative Music Technology,SALARY,CAH10,Employment & accreditation,25/09/2018,Updated
10006299,Staffordshire University,SSTK-12309,2,Computer Science,KISCOURSE,N/A,All sections,25/09/2018,New
10006299,Staffordshire University,SSTK-12310,1,Computer Science (with a foundation year),KISCOURSE,N/A,All sections,25/09/2018,New
10006299,Staffordshire University,SSTK-12311,1,Computer Science (with a placement year),KISCOURSE,N/A,All sections,25/09/2018,New
10006299,Staffordshire University,SSTK-12314,2,Computer Science (Software Development),KISCOURSE,N/A,All sections,25/09/2018,New
10006299,Staffordshire University,SSTK-12315,1,Computer Science (Software Development) (with a foundation year),KISCOURSE,N/A,All sections,25/09/2018,New
10006299,Staffordshire University,SSTK-12316,1,Computer Science (Software Development) (with a placement year),KISCOURSE,N/A,All sections,25/09/2018,New
10006299,Staffordshire University,SSTK-12319,2,Computer Science (Cyber Security),KISCOURSE,N/A,All sections,25/09/2018,New
10006299,Staffordshire University,SSTK-12320,1,Computer Science (Cyber Security) (with a foundation year),KISCOURSE,N/A,All sections,25/09/2018,New
10006299,Staffordshire University,SSTK-12321,1,Computer Science (Cyber Security) (with a placement year),KISCOURSE,N/A,All sections,25/09/2018,New
10006299,Staffordshire University,SSTK-12324,2,"Computer Science (Cloud, Networks and Security)",KISCOURSE,N/A,All sections,25/09/2018,New
10006299,Staffordshire University,SSTK-12325,1,"Computer Science (Cloud, Networks and Security) (with a foundation year)",KISCOURSE,N/A,All sections,25/09/2018,New
10006299,Staffordshire University,SSTK-12326,1,"Computer Science (Cloud, Networks and Security) (with a placement year)",KISCOURSE,N/A,All sections,25/09/2018,New
10006299,Staffordshire University,SSTK-12329,2,Computer Science (Internet and Media Technologies),KISCOURSE,N/A,All sections,25/09/2018,New
10006299,Staffordshire University,SSTK-12330,1,Computer Science (Internet and Media Technologies) (with a foundation year),KISCOURSE,N/A,All sections,25/09/2018,New
10006299,Staffordshire University,SSTK-12331,1,Computer Science (Internet and Media Technologies) (with a placement year),KISCOURSE,N/A,All sections,25/09/2018,New
10006299,Staffordshire University,SSTK-12334,2,AI and Robotics,KISCOURSE,N/A,All sections,25/09/2018,New
10006299,Staffordshire University,SSTK-12335,1,AI and Robotics (with a foundation year),KISCOURSE,N/A,All sections,25/09/2018,New
10006299,Staffordshire University,SSTK-12336,1,AI and Robotics (with a placement year),KISCOURSE,N/A,All sections,25/09/2018,New
